event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,1524,ROV 322R,960.0,1091.1333314322458,870.0,1090.0,1360.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1200.0,,0,standard_automated_path,standard_monitoring
B278,1525,RO09 WAN,2060.0,814.8697445926961,650.0,810.0,1020.0,Entry,30,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,890.0,,0,standard_automated_path,standard_monitoring
B278,1526,ROW 13T,1010.0,1434.862707522034,1150.0,1430.0,1790.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,standard_monitoring
B278,1527,ROY 99S,2080.0,1398.9691997850423,1120.0,1400.0,1750.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1540.0,,0,standard_automated_path,standard_monitoring
B278,1528,1970 RP,3010.0,2831.1841293547845,2260.0,2830.0,3540.0,Upper Core,5,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1980.0,0,standard_automated_path,standard_monitoring
B278,1529,860 RPM,1230.0,1788.6090508408013,1430.0,1790.0,2240.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1970.0,,0,standard_automated_path,standard_monitoring
B278,1530,181 RR,6510.0,5519.3053789690775,4420.0,5520.0,6900.0,Premium,28,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1531,R855 RFG,200.0,631.1139082754376,500.0,630.0,790.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,material_valuation_gap_review
B278,1532,R53 RJW,1000.0,719.1378364944434,580.0,720.0,900.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,790.0,,0,standard_automated_path,standard_monitoring
B278,1534,R150 RTD,200.0,598.2508832999536,480.0,600.0,750.0,Entry,12,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,660.0,,0,standard_automated_path,material_valuation_gap_review
B278,1535,R955 RVB,200.0,588.1569438546413,470.0,590.0,740.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,material_valuation_gap_review
B278,1536,RRZ 99,1810.0,2075.3846929111364,1660.0,2080.0,2590.0,Core,45,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1537,764 RS,5160.0,4832.742758242426,3870.0,4830.0,6040.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3380.0,0,standard_automated_path,standard_monitoring
B278,1538,818 RSG,1110.0,1575.9469909144252,1260.0,1580.0,1970.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1740.0,,0,standard_automated_path,standard_monitoring
B278,1539,RSK 84,3660.0,1611.6126002283725,1290.0,1610.0,2010.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1770.0,,0,standard_automated_path,standard_monitoring
B278,1540,718 RSK,4040.0,1778.7183450094826,1420.0,1780.0,2220.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1541,RSL 9J,1530.0,1961.7966666928587,1570.0,1960.0,2450.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2160.0,,0,standard_automated_path,standard_monitoring
B278,1542,RSX 4R,810.0,1729.4268955244463,1380.0,1730.0,2160.0,Core,37,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1900.0,,0,standard_automated_path,material_valuation_gap_review
B278,1543,R115 TOW,620.0,618.9036741713057,500.0,620.0,770.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,standard_monitoring
B278,1544,98 RTP,1810.0,2793.5996274668605,2230.0,2790.0,3490.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1950.0,0,standard_automated_path,material_valuation_gap_review
B278,1545,R47 TTA,1010.0,902.9606931239338,720.0,900.0,1130.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,990.0,,0,standard_automated_path,standard_monitoring
B278,1546,RUG 3D,2410.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,1547,RUM 4B,1510.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,1548,RUM 122S,1010.0,1207.9920974215602,970.0,1210.0,1510.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1330.0,,0,standard_automated_path,standard_monitoring
B278,1549,54 RUN,3310.0,2867.6058646403662,2290.0,2870.0,3580.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2010.0,0,standard_automated_path,standard_monitoring
B278,1550,RUS 7A,3910.0,1737.658338673371,1390.0,1740.0,2170.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,1551,RUS 541L,720.0,954.830076117946,760.0,950.0,1190.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1040.0,,0,standard_automated_path,standard_monitoring
B278,1552,R417 VER,1910.0,603.7140947123619,480.0,600.0,750.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,660.0,,0,standard_automated_path,standard_monitoring
B278,1553,1 RVM,17010.0,9238.288993216038,7390.0,9240.0,11550.0,Premium,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,1554,R53 WBR,290.0,719.1378364944434,580.0,720.0,900.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,790.0,,0,standard_automated_path,material_valuation_gap_review
B278,1555,RWL 805S,2060.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1556,67 RX,5820.0,7281.311205422107,5830.0,7280.0,9100.0,Premium,47,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,4730.0,0,standard_automated_path,standard_monitoring
B278,1557,RXB 10W,880.0,985.9338149215528,790.0,990.0,1230.0,Entry,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1090.0,,0,standard_automated_path,standard_monitoring
B278,1558,R39 XPT,260.0,504.7799731839579,400.0,500.0,630.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,550.0,,0,standard_automated_path,material_valuation_gap_review
B278,1559,R53 YAS,1010.0,541.4631647599127,430.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,standard_monitoring
B278,1560,RY04 DER,1000.0,847.238227579037,680.0,850.0,1060.0,Entry,27,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,940.0,,0,standard_automated_path,standard_monitoring
B278,1561,9 RYR,3410.0,6255.688656968261,5000.0,6260.0,7820.0,Premium,64,Trophy Candidate,Collectible Potential,Specialist Review,very_high_structural_collectibility|structural_collectibility_above_observed_value,,,1,very_high_structural_collectibility|structural_collectibility_above_observed_value,collectible_value_review
B278,1562,R131 YTH,710.0,477.8959784772992,380.0,480.0,600.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,530.0,,0,standard_automated_path,standard_monitoring
B278,1563,1010 S,12110.0,5900.15825469667,4720.0,5900.0,7380.0,Premium,18,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1564,750 SA,6110.0,4608.2318014439315,3690.0,4610.0,5760.0,Upper Core,20,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1565,SAB 14N,3460.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1566,SAC 11H,5210.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,standard_monitoring
B278,1567,SAD 911E,1410.0,1470.130249335992,1180.0,1470.0,1840.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1620.0,,0,standard_automated_path,standard_monitoring
B278,1568,SA20 EED,1280.0,1478.26594942058,1180.0,1480.0,1850.0,Core,22,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1630.0,,0,standard_automated_path,standard_monitoring
B278,1569,SAF 714N,2450.0,1096.7939863951617,880.0,1100.0,1370.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1210.0,,0,standard_automated_path,standard_monitoring
B278,1570,SAG 805S,1010.0,1156.5887139674,930.0,1160.0,1450.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,standard_monitoring
B278,1571,SAH 18P,7610.0,1075.457897689361,860.0,1080.0,1340.0,Core,15,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1572,84 SAJ,5690.0,3099.764683634843,2480.0,3100.0,3870.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1573,SAJ 114D,2210.0,1035.6593949029557,830.0,1040.0,1290.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1140.0,,0,standard_automated_path,standard_monitoring
B278,1574,SAJ 11L,2890.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,standard_monitoring
B278,1575,SAL 777G,2330.0,1141.5512212132908,910.0,1140.0,1430.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1576,SAL 2H,4830.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1577,SAL 786S,3510.0,1025.4278514050427,820.0,1030.0,1280.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1130.0,,0,standard_automated_path,standard_monitoring
B278,1578,700 SAM,5160.0,2050.2988650912503,1640.0,2050.0,2560.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2260.0,,0,standard_automated_path,standard_monitoring
B278,1579,968 SAM,3310.0,1776.0444892835326,1420.0,1780.0,2220.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1580,SAM 99C,3110.0,1398.9691997850423,1120.0,1400.0,1750.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1540.0,,0,standard_automated_path,standard_monitoring
B278,1581,SAM 14L,4490.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1582,SAM 67X,3010.0,1178.1035965365145,940.0,1180.0,1470.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1300.0,,0,standard_automated_path,standard_monitoring
B278,1583,SAN 94A,4230.0,1046.0817041275832,840.0,1050.0,1310.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1160.0,,0,standard_automated_path,standard_monitoring
B278,1584,SA12 RAS,1670.0,1594.9320038862213,1280.0,1590.0,1990.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1750.0,,0,standard_automated_path,standard_monitoring
B278,1585,SAS 666,4710.0,1230.3602124557954,980.0,1230.0,1540.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1350.0,,0,standard_automated_path,standard_monitoring
B278,1586,SAU 7E,1610.0,1737.658338673371,1390.0,1740.0,2170.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,1587,SAU 25L,900.0,849.4202014471945,680.0,850.0,1060.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,940.0,,0,standard_automated_path,standard_monitoring
B278,1588,635 SAV,1610.0,1572.7415679357855,1260.0,1570.0,1970.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1730.0,,0,standard_automated_path,standard_monitoring
B278,1589,SAV 449E,2020.0,1200.9308646462412,960.0,1200.0,1500.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1320.0,,0,standard_automated_path,standard_monitoring
B278,1590,SAV 14H,1010.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1591,SAV 777L,750.0,1141.5512212132908,910.0,1140.0,1430.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,material_valuation_gap_review
B278,1592,SAY 13Y,450.0,1324.7692942786964,1060.0,1320.0,1660.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1450.0,,0,standard_automated_path,material_valuation_gap_review
B278,1593,1964 SB,7050.0,3091.615276966115,2470.0,3090.0,3860.0,Upper Core,0,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1594,188 SBM,1010.0,1940.2584605242823,1550.0,1940.0,2430.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,material_valuation_gap_review
B278,1595,S62 BMW,2410.0,535.0062162820561,430.0,540.0,670.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,standard_monitoring
B278,1596,SBO 61E,420.0,1160.2121361210543,930.0,1160.0,1450.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,material_valuation_gap_review
B278,1597,S550 BOX,560.0,693.0411568569623,550.0,690.0,870.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,760.0,,0,standard_automated_path,standard_monitoring
B278,1598,81 SBS,1810.0,3631.2086041599423,2900.0,3630.0,4540.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2540.0,0,standard_automated_path,material_valuation_gap_review
B278,1599,100 SBX,1200.0,2021.3418586458272,1620.0,2020.0,2530.0,Core,18,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2220.0,,0,standard_automated_path,material_valuation_gap_review
B278,1600,SCA 135A,310.0,1011.7979736036758,810.0,1010.0,1260.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1110.0,,0,standard_automated_path,material_valuation_gap_review
B278,1601,SCE 11D,310.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,material_valuation_gap_review
B278,1602,300 SCM,1210.0,1917.843613967936,1530.0,1920.0,2400.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2110.0,,0,standard_automated_path,material_valuation_gap_review
B278,1603,15 SCO,3190.0,3294.842689858837,2640.0,3290.0,4120.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2300.0,0,standard_automated_path,standard_monitoring
B278,1604,SC23 OTT,1720.0,1728.5510804864136,1380.0,1730.0,2160.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1900.0,,0,standard_automated_path,standard_monitoring
B278,1605,SCO 18Y,1110.0,1075.457897689361,860.0,1080.0,1340.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1190.0,,0,standard_automated_path,standard_monitoring
B278,1606,SCT 1S,1500.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,standard_monitoring
B278,1607,270 SD,7020.0,5111.563676437075,4090.0,5110.0,6390.0,Premium,20,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1608,S550 DAO,200.0,693.0411568569623,550.0,690.0,870.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,760.0,,0,standard_automated_path,material_valuation_gap_review
B278,1609,S71 DDY,1040.0,810.529955197859,650.0,810.0,1010.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,890.0,,0,standard_automated_path,standard_monitoring
B278,1610,15 SDK,2020.0,3294.842689858837,2640.0,3290.0,4120.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2300.0,0,standard_automated_path,material_valuation_gap_review
B278,1611,97 SEB,3410.0,2825.2810866925834,2260.0,2830.0,3530.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1980.0,0,standard_automated_path,standard_monitoring
B278,1612,SEB 4N,1910.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,1613,SEB 66Y,1600.0,1255.0468051864782,1000.0,1260.0,1570.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1390.0,,0,standard_automated_path,standard_monitoring
B278,1614,12 SED,5010.0,2915.5436875174023,2330.0,2920.0,3640.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2040.0,0,standard_automated_path,standard_monitoring
B278,1615,SEE 63R,1110.0,1344.175169876502,1080.0,1340.0,1680.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1470.0,,0,standard_automated_path,standard_monitoring
B278,1616,SEF 15H,1000.0,1381.4033477232133,1110.0,1380.0,1730.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1520.0,,0,standard_automated_path,standard_monitoring
B278,1617,45 SEN,3110.0,2906.286433665955,2330.0,2910.0,3630.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2040.0,0,standard_automated_path,standard_monitoring
B278,1618,S331 ENA,3730.0,695.0036359291448,560.0,700.0,870.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,770.0,,0,standard_automated_path,standard_monitoring
B278,1619,SEP 11X,1330.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,standard_monitoring
B278,1620,SEZ 7000,630.0,618.8257555186535,500.0,620.0,770.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,standard_monitoring
B278,1621,S41 FFS,7130.0,916.630789682308,730.0,920.0,1150.0,Entry,17,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1622,S151 GHT,710.0,601.9864628088831,480.0,600.0,750.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,660.0,,0,standard_automated_path,standard_monitoring
B278,1623,2333 SH,2730.0,2949.714243376307,2360.0,2950.0,3690.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2060.0,0,standard_automated_path,standard_monitoring
B278,1624,SHA 118D,1670.0,1165.9510681287668,930.0,1170.0,1460.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1290.0,,0,standard_automated_path,standard_monitoring
B278,1625,SHA 40K,1510.0,1017.0805947449036,810.0,1020.0,1270.0,Core,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1120.0,,0,standard_automated_path,standard_monitoring
B278,1626,S91 HAM,800.0,625.7029588916367,500.0,630.0,780.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,standard_monitoring
B278,1627,SH18 ANE,1560.0,890.9096386332967,710.0,890.0,1110.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,980.0,,0,standard_automated_path,standard_monitoring
B278,1628,SH71 AUN,1720.0,2101.8123548610815,1680.0,2100.0,2630.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2310.0,,0,standard_automated_path,standard_monitoring
B278,1629,SHA 42X,2230.0,1156.1492238506664,920.0,1160.0,1450.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,standard_monitoring
B278,1630,S54 HED,740.0,542.8476258919313,430.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,standard_monitoring
B278,1631,SH07 HAM,410.0,768.3769181106079,610.0,770.0,960.0,Entry,32,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1632,SHK 4T,1960.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,1633,SHL 23X,310.0,1031.6279961567775,830.0,1030.0,1290.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1130.0,,0,standard_automated_path,material_valuation_gap_review
B278,1634,S405 HNT,200.0,574.830026868631,460.0,570.0,720.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,630.0,,0,standard_automated_path,material_valuation_gap_review
B278,1635,SHO 416B,6220.0,893.4968954685326,710.0,890.0,1120.0,Entry,5,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1636,SHT 3T,1020.0,1566.3214624520558,1250.0,1570.0,1960.0,Core,37,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1730.0,,0,standard_automated_path,material_valuation_gap_review
B278,1637,S43 HUF,200.0,694.72832807635,560.0,690.0,870.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,760.0,,0,standard_automated_path,material_valuation_gap_review
B278,1638,SHU 13H,5510.0,1324.7692942786964,1060.0,1320.0,1660.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1450.0,,0,standard_automated_path,standard_monitoring
B278,1639,SHZ 812,560.0,946.5358452373364,760.0,950.0,1180.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1040.0,,0,standard_automated_path,material_valuation_gap_review
B278,1640,SIG 25,1560.0,1640.529058707834,1310.0,1640.0,2050.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1800.0,,0,standard_automated_path,standard_monitoring
B278,1641,330 SJB,5360.0,1866.517889630775,1490.0,1870.0,2330.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2060.0,,0,standard_automated_path,standard_monitoring
B278,1642,911 SJB,6490.0,3272.6127707358987,2620.0,3270.0,4090.0,Upper Core,8,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1643,77 SJC,6080.0,3576.9844293715205,2860.0,3580.0,4470.0,Upper Core,43,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1644,SJM 65,5000.0,1316.1671876976943,1050.0,1320.0,1650.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1450.0,,0,standard_automated_path,standard_monitoring
B278,1645,SJM 911A,1400.0,1470.130249335992,1180.0,1470.0,1840.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1620.0,,0,standard_automated_path,standard_monitoring
B278,1646,68 SJP,4100.0,2903.466621766204,2320.0,2900.0,3630.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2030.0,0,standard_automated_path,standard_monitoring
B278,1647,16 SJR,5060.0,3305.0355991332485,2640.0,3310.0,4130.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2320.0,0,standard_automated_path,standard_monitoring
B278,1648,20 SJW,6010.0,2870.3012114525027,2300.0,2870.0,3590.0,Upper Core,30,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1649,SKE 475Y,1270.0,871.1265743792127,700.0,870.0,1090.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,standard_monitoring
B278,1650,SKP 70Y,2230.0,1135.3856709605272,910.0,1140.0,1420.0,Core,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1651,85 SKS,2910.0,3448.6713821099806,2760.0,3450.0,4310.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2420.0,0,standard_automated_path,standard_monitoring
