event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,1652,992 SKY,3050.0,2304.965082958564,1840.0,2300.0,2880.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2530.0,,0,standard_automated_path,standard_monitoring
B278,1653,SKZ 666,860.0,1139.3965247867573,910.0,1140.0,1420.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1654,181 SL,9010.0,4723.007326518349,3780.0,4720.0,5900.0,Upper Core,18,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1655,25 SLB,6110.0,3290.1541381942807,2630.0,3290.0,4110.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1656,SLK 1N,1780.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,1657,S117 LKS,200.0,650.7661059000809,520.0,650.0,810.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,720.0,,0,standard_automated_path,material_valuation_gap_review
B278,1658,SL54 LES,490.0,1135.541690522057,910.0,1140.0,1420.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,material_valuation_gap_review
B278,1659,238 SM,5000.0,4729.084036164798,3780.0,4730.0,5910.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3310.0,0,standard_automated_path,standard_monitoring
B278,1660,SM12 ART,1500.0,1050.2524609764473,840.0,1050.0,1310.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1160.0,,0,standard_automated_path,standard_monitoring
B278,1661,SMA 153Y,1260.0,975.849704301708,780.0,980.0,1220.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1080.0,,0,standard_automated_path,standard_monitoring
B278,1662,SMC 3V,1530.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,1663,SMM 44X,1000.0,1723.8009943716656,1380.0,1720.0,2150.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1890.0,,0,standard_automated_path,material_valuation_gap_review
B278,1664,S409 MMY,1110.0,582.0932303909975,470.0,580.0,730.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,standard_monitoring
B278,1665,S441 MNS,3010.0,993.8529587609744,800.0,990.0,1240.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1090.0,,0,standard_automated_path,standard_monitoring
B278,1666,S534 MUS,2910.0,593.078198797328,470.0,590.0,740.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,standard_monitoring
B278,1667,SMV 1P,2340.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,1668,S49 NDU,3810.0,783.4653358685737,630.0,780.0,980.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,860.0,,0,standard_automated_path,standard_monitoring
B278,1669,S34 NEL,260.0,544.1529087944127,440.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,material_valuation_gap_review
B278,1670,SNE 11M,480.0,1434.782915493227,1150.0,1430.0,1790.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1570.0,,0,standard_automated_path,material_valuation_gap_review
B278,1671,S67 NGH,4370.0,576.6693600267263,460.0,580.0,720.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,standard_monitoring
B278,1672,S771 NGR,440.0,582.8221143218306,470.0,580.0,730.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,standard_monitoring
B278,1673,111 SO,30010.0,4795.935598272585,3840.0,4800.0,5990.0,Upper Core,33,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1674,SOB 6N,2510.0,1813.1192419360625,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,1675,SON 156J,800.0,1059.0415594932151,850.0,1060.0,1320.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,1676,SON 114P,2530.0,1035.6593949029557,830.0,1040.0,1290.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1140.0,,0,standard_automated_path,standard_monitoring
B278,1677,SOP 33A,2740.0,1185.83918834579,950.0,1190.0,1480.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,standard_monitoring
B278,1678,SOP 211M,410.0,1085.5304720830047,870.0,1090.0,1360.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1200.0,,0,standard_automated_path,material_valuation_gap_review
B278,1679,SOU 248H,1110.0,885.3640121675296,710.0,890.0,1110.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,980.0,,0,standard_automated_path,standard_monitoring
B278,1680,SOU 513Y,250.0,874.2820046626656,700.0,870.0,1090.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,material_valuation_gap_review
B278,1681,9 SOV,4810.0,5604.387147850363,4480.0,5600.0,7010.0,Premium,62,Trophy Candidate,Collectible Potential,Specialist Review,very_high_structural_collectibility|structural_collectibility_above_observed_value,,,1,very_high_structural_collectibility|structural_collectibility_above_observed_value,collectible_value_review
B278,1682,SPA 611E,420.0,962.9185571184966,770.0,960.0,1200.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,material_valuation_gap_review
B278,1683,S86 PBJ,200.0,561.050058963217,450.0,560.0,700.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,620.0,,0,standard_automated_path,material_valuation_gap_review
B278,1684,SPE 39D,1610.0,1115.8906667334054,890.0,1120.0,1390.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,standard_monitoring
B278,1685,S509 PHE,610.0,492.0656547399236,390.0,490.0,620.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,540.0,,0,standard_automated_path,standard_monitoring
B278,1686,SPP 805S,5480.0,1300.4586775260334,1040.0,1300.0,1630.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1430.0,,0,standard_automated_path,standard_monitoring
B278,1687,SPS 48,5010.0,1691.4882267371074,1350.0,1690.0,2110.0,Core,27,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1860.0,,0,standard_automated_path,standard_monitoring
B278,1688,488 SR,5010.0,4427.480277148083,3540.0,4430.0,5530.0,Upper Core,18,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3100.0,0,standard_automated_path,standard_monitoring
B278,1689,S47 RAA,2360.0,902.9606931239338,720.0,900.0,1130.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,990.0,,0,standard_automated_path,standard_monitoring
B278,1690,S411 RAN,1110.0,712.3532951611295,570.0,710.0,890.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,780.0,,0,standard_automated_path,standard_monitoring
B278,1691,23 SRP,10270.0,3068.285666830922,2450.0,3070.0,3840.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1692,S114 RPJ,720.0,731.2751371598468,590.0,730.0,910.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,800.0,,0,standard_automated_path,standard_monitoring
B278,1693,SRU 6G,1010.0,1813.1192419360625,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,material_valuation_gap_review
B278,1694,SRV 1P,2140.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,1695,8008 SS,4010.0,3683.59592522273,2950.0,3680.0,4600.0,Upper Core,13,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2580.0,0,standard_automated_path,standard_monitoring
B278,1696,SSA 41F,3100.0,1537.6348558211678,1230.0,1540.0,1920.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1690.0,,0,standard_automated_path,standard_monitoring
B278,1697,23 SSB,6010.0,4225.014317514967,3380.0,4230.0,5280.0,Upper Core,27,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1698,SSF 1C,1000.0,2135.1150272433815,1710.0,2140.0,2670.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2350.0,,0,standard_automated_path,material_valuation_gap_review
B278,1699,SSK 88,4010.0,1918.2392002648728,1530.0,1920.0,2400.0,Core,45,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,specialist_assessment
B278,1700,S51 SKA,200.0,641.6270074299383,510.0,640.0,800.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,700.0,,0,standard_automated_path,material_valuation_gap_review
B278,1701,S86 SMM,300.0,590.5717864808385,470.0,590.0,740.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,material_valuation_gap_review
B278,1702,76 SSR,4520.0,3594.578504200364,2880.0,3590.0,4490.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2510.0,0,standard_automated_path,standard_monitoring
B278,1703,86 SSS,10000.0,5069.28587357812,4060.0,5070.0,6340.0,Premium,35,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1704,911 SST,6510.0,3278.507350202041,2620.0,3280.0,4100.0,Upper Core,10,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1705,54 SSV,1900.0,3289.173955317122,2630.0,3290.0,4110.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2300.0,0,standard_automated_path,material_valuation_gap_review
B278,1706,100 SSX,2500.0,2394.6995232426916,1920.0,2390.0,2990.0,Core,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2630.0,,0,standard_automated_path,standard_monitoring
B278,1707,1996 ST,2710.0,2871.1301191480966,2300.0,2870.0,3590.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2010.0,0,standard_automated_path,standard_monitoring
B278,1708,ST22 CEY,1210.0,1474.870383466547,1180.0,1470.0,1840.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1620.0,,0,standard_automated_path,standard_monitoring
B278,1709,ST54 EPH,2030.0,924.3856159527784,740.0,920.0,1160.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1010.0,,0,standard_automated_path,standard_monitoring
B278,1710,ST70 EVE,1570.0,1408.7473623580847,1130.0,1410.0,1760.0,Core,22,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,1711,STE 66Y,2110.0,1255.0468051864782,1000.0,1260.0,1570.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1390.0,,0,standard_automated_path,standard_monitoring
B278,1712,STH 31M,300.0,1017.9150663982982,810.0,1020.0,1270.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1120.0,,0,standard_automated_path,material_valuation_gap_review
B278,1714,S38 TUK,200.0,490.5747287894539,390.0,490.0,610.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,540.0,,0,standard_automated_path,material_valuation_gap_review
B278,1715,STY 77E,600.0,1122.9504516641357,900.0,1120.0,1400.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1230.0,,0,standard_automated_path,material_valuation_gap_review
B278,1716,2 SUC,3810.0,5550.7165941770345,4440.0,5550.0,6940.0,Premium,57,High Collectible,Collectible Potential,Specialist Review,structural_collectibility_above_observed_value,,,1,structural_collectibility_above_observed_value,collectible_value_review
B278,1717,SUD 322A,1210.0,1154.303687563737,920.0,1150.0,1440.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1260.0,,0,standard_automated_path,standard_monitoring
B278,1718,SUF 1G,4650.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,1719,SUM 47N,2550.0,1161.406410826458,930.0,1160.0,1450.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,standard_monitoring
B278,1720,SUM 800Y,6030.0,1214.9602338991003,970.0,1210.0,1520.0,Core,13,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1721,SUP 2Y,1590.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,1722,SUR 5H,2020.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,1723,SUR 111N,10010.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,1724,S36 URO,200.0,605.2480182543309,480.0,610.0,760.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,material_valuation_gap_review
B278,1725,SUR 333X,630.0,1399.5720029073673,1120.0,1400.0,1750.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1540.0,,0,standard_automated_path,material_valuation_gap_review
B278,1726,SUU 221E,1050.0,1041.0495962395837,830.0,1040.0,1300.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1140.0,,0,standard_automated_path,standard_monitoring
B278,1727,SVH 1L,1110.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,material_valuation_gap_review
B278,1728,S41 VUE,200.0,769.1605505245844,620.0,770.0,960.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,850.0,,0,standard_automated_path,material_valuation_gap_review
B278,1729,1959 SW,3910.0,2900.5079390272667,2320.0,2900.0,3630.0,Upper Core,3,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2030.0,0,standard_automated_path,standard_monitoring
B278,1730,97 SWA,1680.0,2825.2810866925834,2260.0,2830.0,3530.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,1980.0,0,standard_automated_path,material_valuation_gap_review
B278,1731,SW64 EET,3000.0,1137.1021212875885,910.0,1140.0,1420.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,1732,S53 WLK,610.0,541.4631647599127,430.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,standard_monitoring
